,P_ERA5L_1981,ET_ERA5L_1981,PET_ERA5L_1981,P_ravII_1981,ET_ravII_1981,PET_ravII_1981
1,3.810521681219476,0.6782040846529525,1.3634971141038925,4.274819025714698,0.6394154210448457,0.5869648720417172
2,2.964689211188397,0.3011965369246707,0.46738715406245374,3.7358499265232314,0.3542504069853525,0.5397016297833067
3,2.891250554980021,0.3447772680183513,0.5122939174189729,3.14102825081503,0.351841053722071,0.5219519061202295
4,3.0538722805978984,0.22535370726653842,0.3498941838093828,4.6426550346343145,0.35765354447240355,0.5413834923139269
5,3.13371910611218,0.3682810418824922,0.6161417788959597,2.6970317580789485,0.46984534556756785,0.5429096448948515
6,3.0289225987864437,0.3823405357407133,0.6102752700902767,3.401566777781132,0.4654676631641306,0.5791699284033897
7,2.983890039958561,0.4002138523013171,0.6572132603226284,3.2442119788843944,0.4769372502589949,0.5894879875244985
8,5.099946721918011,0.7482980612697943,3.279406541364511,4.959663510333696,0.6802863696906961,0.5420059232616239
9,3.2856526565043658,0.30292659464259286,0.46575181293473433,3.6152442802985294,0.3939618173745812,0.6270839418992529
10,3.9505897587686842,0.5638471215036258,0.8720090276750037,4.576032786392461,0.30300355187213707,0.3551112335674968
11,6.017347935474323,0.3477009027675004,0.783717626165458,7.1102629240318524,0.5793503033890818,0.5309990678746194
12,3.9643754624833507,0.4614658872280598,0.6979902323516353,5.796550814704359,0.36754402841498335,0.39799854457963885
13,4.19875018499334,0.9197920674855705,3.1245745153174487,5.7972202678188625,0.6308598490454379,0.5265762730982287
14,5.175236051502146,0.55882714222288,1.0883957377534408,5.726323858861514,0.5176098860441061,0.4745942335606293
15,4.104686991268314,0.3151583542992452,0.4470267870356666,5.511321482182278,0.41499704010656113,0.43741469837907515
16,3.792902175521681,0.4384356963149327,0.6710455823590351,5.711235398173954,0.4096914311084903,0.4623759903422136
17,3.604950421784816,0.4252789699570815,0.7089100192393074,6.365554952329237,0.2572791179517587,0.2815196095060223
18,3.0141926890631936,0.3895663756104781,0.5754047654284445,2.9431495731715254,0.4288212224359967,0.6037563007992723
19,3.9529191949089832,0.6018358739085393,0.940452123723546,4.503651322435836,0.4480242711262467,0.3998521140520602
20,3.970424744709191,0.6097173301761137,0.9505623797543288,4.242914165686322,0.51364732869617,0.457430351944799
21,4.503941838093829,0.4110685215332248,0.644007695722954,5.824048657644229,0.46203122687584164,0.47188517518690626
22,2.6405157614325883,0.6250621577623205,1.4914740269350302,2.193055297792175,0.6340661536184746,0.6733209543039697
23,6.13688323220364,0.8873531152878495,4.277624685511321,6.663246075725748,0.6364555276010088,0.3616771653305522
24,4.85550910167234,0.4489329584134972,0.6621355631197278,6.4246245492219,0.5879695130975324,0.5120133681791292
25,5.512789699570815,1.3557347935474324,4.561054462039367,4.501370922718236,0.6671577623205617,0.5031107048555273
26,4.466590942726062,0.48424152730501707,0.7070275270090277,4.878577110868735,0.6445456563563734,0.5880252663045451
27,3.3018129347343494,0.8634941542104484,2.3205468403137486,4.066300626117653,0.6960056237975477,0.5382190089894947
28,3.117454491638301,0.4559486458487495,0.7838530412905135,3.414307632108571,0.4653374278526017,0.5093650101175661
29,4.603648808642888,0.38626165458043515,0.5407488530412905,6.668944530656467,0.4581545064377732,0.47387328881636404
30,3.0677453011691576,0.6139477578807162,1.324874944501998,4.068020145251163,0.5957991712298396,0.49932744484519936
31,3.2185008139706976,0.38044842385674116,0.6569601894331804,3.3974488907766274,0.5263193725025921,0.6901035776729003
32,2.820467663164126,0.38196758916678997,0.5702427112623946,2.3606186931057276,0.44086206896552294,0.606697541503859
33,3.332287997632086,0.37201420748853037,0.5663460115435844,3.090562179366747,0.499591534704758,0.6105825716941498
34,3.560044398401658,0.4362372354595234,0.6568891519905284,5.481243052297849,0.2823294361403034,0.24340340803972257
35,5.559734349563415,0.18504217848157464,0.4703574071333432,7.7035442423049485,0.3734578955157633,0.4509523808871609
36,4.03793991416309,0.30440210152434516,0.48547728281781855,5.010587223573735,0.4017056385970139,0.47511654896783245
37,3.650635637117064,0.3864163090128756,0.7515502441912091,4.9965441964445,0.5847572887376061,0.649677168484341
38,6.660070297469291,0.3317263578511174,0.5582255438804203,10.362412660747879,0.35114473878940755,0.319406663354535
39,4.232694982980613,0.8608983276602042,2.4703714666272014,5.956689989054171,0.6128067189581189,0.5018430343696247
40,6.884820926446648,0.352184401361551,0.6586954269646293,10.410102624267596,0.41020127275418555,0.34534417924055016
41,3.2976491046322334,0.3150517981352671,0.4704351043362439,3.350418968253481,0.5070156874352558,0.6874505401870736
42,3.878369838685807,0.24209856445167974,0.37929850525381087,4.3455667490021685,0.3547676483646617,0.5252350213699911
43,4.755829510137635,0.08706378570371466,0.1311284593754625,5.978885701435582,0.2661610182033465,0.4572567598087492
44,4.468759804647033,0.14180109516057424,0.21675669675891668,5.402780498078776,0.2899297025307107,0.4827392294459655
45,3.4125173893739826,0.3214362882936215,0.4862113363918899,3.290145480984013,0.3810714814266731,0.6203778184861793
46,3.926548024271126,0.18117285777712006,0.25247965073257367,4.352157218624734,0.33722657984312765,0.5965105190594141
47,4.137285037738641,0.24277564007695723,0.361569483498594,5.385182014585082,0.4559249667012039,0.543453596177718
48,4.563414977060826,0.17088574811306792,0.24921858813082728,7.062950147195694,0.39203344679591945,0.4834616370858166
49,4.086035222731982,0.21020793251442949,0.30750702974692906,4.140778806806046,0.4110959005475842,0.5693103996490109
50,3.7787886636081103,0.5709708450495783,0.8345064377682404,3.5022556387666244,0.39575107296137896,0.4642932899842053
51,4.087689063193725,0.10722953973656947,0.15496818114547875,4.539558633551305,0.39777046026343166,0.5874994259315556
52,4.095659316264614,0.15949977800799173,0.23134305165014057,4.295405543469325,0.4087701642740906,0.582330880142287
53,4.10900473582951,0.2316930590498742,0.3397543288441616,4.096284717771545,0.4156963149326685,0.5626144857509315
54,4.2803574071333435,0.29220734053574066,0.42021237235459524,5.779848487067446,0.38591460707415076,0.45254059501921395
55,4.446176557643924,0.26400769572295396,0.37980020719254104,6.467472215161678,0.4109190469143176,0.4775017006744734
56,4.611974988900399,0.25754180849489416,0.3651109960041439,7.201316063553122,0.407369394701795,0.45149424228091767
57,4.15277046026343,0.30426002663904095,0.441607222140003,5.490403661417432,0.4191305313008789,0.47785396665801877
58,4.091641260914607,0.9752545508361699,4.663830842089684,4.442274775251152,0.7222909575255299,0.6284275000915702
59,4.016331952049726,0.24204824626313454,0.34561639780967884,3.754242945458718,0.38378126387450456,0.6247083844283722
60,5.139286665680036,0.017988752404913422,0.02938434216368211,6.476204179912509,0.18871910611217976,0.4371047220640941
61,4.511741897291698,0.938320260470623,3.9091867692763063,3.8665907139759224,0.8309863844901667,0.6255992656233647
62,3.8048830842089685,0.34235089536776675,0.591264614473879,4.274741630719586,0.5270341867692787,0.5991557573639025
63,5.531000443984016,0.7991024123131567,1.7385792511469589,5.41442006913597,0.7162934734349573,0.4880707619744945
64,2.779157170341868,0.506625721474027,0.7881300873168566,2.1952167134001512,0.5056467367174848,0.6698901673714196
65,4.757730501701939,0.4713474914903064,0.6576061861772977,5.797407420692187,0.3448949237827496,0.3557062315312145
66,5.933937398253662,0.3220845049578215,0.44851339351783337,8.148042449039314,0.35338463815303156,0.3835099414668801
67,3.2248660648216667,0.5902456711558384,1.414264466479207,3.6291208373618136,0.5849822406393402,0.48544335129366084
68,3.9155498002071925,0.6344960781411868,0.9900177593606629,3.511747558284066,0.6852205120615733,0.5883315337842309
69,2.84803981056682,0.45275122095604553,0.7003226283853781,2.2056918503988534,0.42668047950274746,0.6143959413848741
70,2.9598253662868137,0.49288515613437917,0.9492644664792068,3.250369695751212,0.5191852893295886,0.5339990903790796
71,5.006101080361106,0.24800725173893742,0.35313452715702237,6.627374571061133,0.3914621873612591,0.43210376726353994
72,3.0029658132307238,0.46004291845493567,0.8906474766908391,3.0166317923467503,0.377870356667165,0.5252169008805223
73,3.2135607518129348,0.3827956193577032,0.5952671303833061,3.915464875653589,0.37817818558532623,0.4900309813547511
74,4.9357791919490905,0.14013763504513835,0.19174781707858515,6.301914422033968,0.33949459819446787,0.4411487505164106
75,5.404432440432145,0.34332470031078877,0.837108924078733,6.481639152464353,0.4204573035370751,0.4016007746068065
76,5.506166198016872,0.42094568595530557,1.3424848305461003,6.4240904515558555,0.45380420304869135,0.40259630903311083
77,3.11746929110552,0.35975358887080067,0.5184186769276306,2.8950320910719807,0.4532499630013365,0.6046277295780703
78,5.927498890039959,0.7253137487050466,2.009440580139115,5.689182790909078,0.9617204380642345,0.6979017895076899
79,4.631318632529229,0.6364917862956935,1.293016131419269,5.246425297748273,0.6338611809974898,0.5572754588759338
80,4.269393961817374,0.5880842089684772,1.0290106556163978,4.733322277676816,0.49970845049578766,0.4588184131533748
81,3.402999112031967,0.3105150214592275,0.4687427852597307,3.433212645078969,0.36428518573331903,0.47693575803615207
82,4.051001923930738,1.1223997336095901,6.210253070889447,5.220112832574464,0.7286340091756746,0.6319123665759858
83,3.099293325440285,0.42945093976616844,0.6159279265946426,2.5392267583747694,0.4831286073701401,0.6439597290931803
84,2.670806570963445,0.552290957525529,1.3802760100636378,2.279476036575467,0.5393858221104111,0.6477497989151421
85,3.6683905579399143,0.6617870356667159,1.0925358887080066,3.539704846638948,0.45790069557496577,0.5434427127609792
86,4.7059723249963,0.38615213852301317,0.5518277342015687,5.759400161916192,0.375130235311534,0.4236765462185642
87,4.55642000887968,0.42653766464407283,0.6206718958117506,5.426618685664278,0.38300873168566213,0.43070152272902584
88,4.2491801095160575,0.3769779487938434,0.5559590054758029,4.588340658252056,0.40565857629125557,0.4901724719024232
89,5.001245375166494,0.3422132603226284,0.7571947609886045,6.049290787354284,0.48049430220512557,0.4777063972987831
90,5.914277046026344,1.2737642444871986,5.357122983572592,5.025563881422848,0.8011684179369658,0.4724733073318857
91,2.7272990972324997,0.5180901287553649,0.8833787183661388,2.587835247070426,0.50443984016576,0.5826180909273896
92,4.006505105816191,0.4746174337723842,0.7579539736569484,5.235722244913936,0.44671377830398384,0.3982529177349744
93,2.8333794583395,0.37778525973064975,0.571138819002516,2.682029822056352,0.42802427112624464,0.5976239040100653
94,2.781366730797691,0.5385311528784964,0.9427586206896551,2.5913632709541905,0.6309900843569675,0.5686317996681133
95,4.621145478762764,0.8316457007547728,2.653102708302501,4.436320612899599,0.7844302205120633,0.6829203020341345
96,3.714488678407577,0.605630457303537,0.8377926594642593,3.6143267775809735,0.36374204528637527,0.43928249911337547
97,6.672964333284002,0.9421918010951605,3.6726809234867543,5.86539269291183,0.7625773272162278,0.44850169200554524
98,4.554763208524492,0.555576439248187,1.8266671599822408,4.999226760997064,0.5772080805091045,0.5202350792592535
99,3.552957673523753,0.2852256918750925,0.4372361994968181,3.8279179862251826,0.3666094420600892,0.4603370498605915
100,3.969376202456711,0.3756822554388042,0.5670867248779043,4.246975775811651,0.3921481426668676,0.4737527930034546
101,3.6177652804499036,0.3347373094568596,0.5183047210300429,4.0042284123681755,0.35794509397661883,0.4357613152014464
102,4.022037886636082,0.43360145034778746,0.8472073405357406,4.226575873575749,0.43395663756105124,0.4867249519056293
103,3.9859945241971286,0.38261432588426814,0.5761573183365398,4.271091723069314,0.397817818558535,0.4778373581207238
104,3.1838227023827144,0.27973582951013765,0.4272273198164866,3.6067913803886156,0.34365028858961494,0.4562457916099497
105,3.64196758916679,0.4538404617433772,0.9215398845641557,4.850595743560637,0.3784808346899557,0.33432465545529017
106,5.84070963445316,0.6375580879088352,2.0254025455083617,6.618330352948785,0.5645352967293221,0.37276001316154694
107,3.8849718810122833,0.5485252330916087,0.7830131715258251,3.728022330493848,0.4516101820334443,0.436227112246115
